Pos	Length
17558	69
17559	68
17560	67
17561	66
17562	65
17563	64
17564	63
17565	62
17566	61
17567	60
17568	59
17569	58
17570	57
17571	56
17572	55
17573	54
17574	53
17575	52
17576	51
17577	50
17578	49
17579	48
17580	47
17581	46
17582	45
17583	44
17584	43
17585	42
17586	41
17587	40
17588	39
17589	38
17590	37
17591	36
17592	35
17593	34
17594	33
17595	32
17596	31
17597	30
17598	29
17599	28
17600	27
17601	26
17602	25
17603	24
17604	23
17605	22
17606	21
17607	20
17608	19
17609	18
17610	17
17611	16
17612	15
17613	14
17614	13
17615	12
17616	11
17617	10
17618	9
17619	8
17620	7
17621	7
17622	6
17623	5
17624	5
17625	7
17626	6
17627	259
17628	258
17629	257
17630	256
17631	255
17632	254
17633	253
17634	252
17635	251
17636	250
17637	249
17638	248
17639	247
17640	246
17641	245
17642	244
17643	243
17644	242
17645	241
17646	240
17647	239
17648	238
17649	237
17650	236
17651	235
17652	234
17653	233
17654	232
17655	231
17656	230
17657	229
17658	228
17659	227
17660	226
17661	225
17662	224
17663	223
17664	222
17665	221
17666	246
17667	245
17668	244
17669	243
17670	242
17671	241
17672	240
17673	239
17674	238
17675	237
17676	236
17677	235
17678	234
17679	233
17680	232
17681	231
17682	230
17683	229
17684	228
17685	227
17686	226
17687	225
17688	224
17689	223
17690	222
17691	221
17692	220
17693	219
17694	218
17695	217
17696	216
17697	215
17698	214
17699	213
17700	212
17701	211
17702	210
17703	209
17704	208
17705	207
17706	206
17707	205
17708	204
17709	203
17710	202
17711	201
17712	200
17713	199
17714	198
17715	197
17716	196
17717	195
17718	194
17719	193
17720	192
17721	191
17722	190
17723	189
17724	188
17725	187
17726	186
17727	185
17728	184
17729	183
17730	182
17731	181
17732	180
17733	179
17734	178
17735	177
17736	176
17737	175
17738	174
17739	173
17740	172
17741	171
17742	170
17743	169
17744	168
17745	167
17746	166
17747	165
17748	164
17749	163
17750	162
17751	161
17752	160
17753	159
17754	158
17755	157
17756	156
17757	155
17758	154
17759	153
17760	152
17761	151
17762	150
17763	149
17764	148
17765	147
17766	146
17767	145
17768	144
17769	143
17770	142
17771	141
17772	140
17773	139
17774	138
17775	137
17776	136
17777	135
17778	134
17779	133
17780	132
17781	131
17782	130
17783	129
17784	128
17785	127
17786	126
17787	125
17788	124
17789	123
17790	122
17791	121
17792	120
17793	119
17794	118
17795	117
17796	116
17797	115
17798	114
17799	113
17800	112
17801	111
17802	110
17803	109
17804	108
17805	107
17806	106
17807	105
17808	104
17809	103
17810	102
17811	101
17812	100
17813	99
17814	98
17815	97
17816	96
17817	95
17818	94
17819	93
17820	92
17821	91
17822	90
17823	89
17824	88
17825	87
17826	86
17827	85
17828	84
17829	83
17830	82
17831	81
17832	80
17833	79
17834	78
17835	77
17836	76
17837	75
17838	74
17839	73
17840	72
17841	71
17842	70
17843	69
17844	68
17845	67
17846	66
17847	65
17848	64
17849	63
17850	62
17851	61
17852	60
17853	59
17854	58
17855	57
17856	56
17857	55
17858	54
17859	53
17860	52
17861	51
17862	50
17863	49
17864	48
17865	47
17866	46
17867	45
17868	44
17869	43
17870	42
17871	41
17872	40
17873	39
17874	38
17875	37
17876	36
17877	35
17878	34
17879	33
17880	32
17881	31
17882	30
17883	29
17884	28
17885	27
17886	26
17887	25
17888	24
17889	23
17890	22
17891	21
17892	20
17893	19
17894	18
17895	17
17896	16
17897	15
17898	14
17899	13
17900	12
17901	11
17902	28
17903	27
17904	26
17905	25
17906	24
17907	23
17908	22
17909	21
17910	20
17911	19
17912	2147483647
17913	2147483647
17914	2147483647
17915	2147483647
17916	2147483647
17917	2147483647
17918	2147483647
17919	2147483647
17920	2147483647
17921	2147483647
17922	2147483647
17923	2147483647
17924	2147483647
17925	2147483647
17926	2147483647
17927	2147483647
17928	2147483647
17929	2147483647
17930	2147483647
17931	2147483647
17932	2147483647
17933	2147483647
17934	2147483647
17935	2147483647
17936	2147483647
17937	2147483647
17938	2147483647
17939	2147483647
17940	2147483647
17941	2147483647
17942	2147483647
17943	2147483647
17944	2147483647
17945	2147483647
17946	2147483647
17947	2147483647
17948	2147483647
17949	2147483647
17950	2147483647
17951	2147483647
17952	2147483647
17953	2147483647
17954	2147483647
17955	2147483647
17956	2147483647
17957	2147483647
17958	2147483647
17959	2147483647
17960	2147483647
17961	2147483647
17962	2147483647
17963	2147483647
17964	2147483647
17965	2147483647
17966	2147483647
17967	2147483647
17968	2147483647
17969	2147483647
17970	2147483647
17971	2147483647
17972	2147483647
17973	2147483647
17974	2147483647
17975	2147483647
17976	2147483647
17977	2147483647
17978	2147483647
17979	2147483647
17980	2147483647
17981	2147483647
17982	2147483647
17983	2147483647
17984	2147483647
17985	2147483647
17986	2147483647
17987	2147483647
17988	2147483647
17989	2147483647
17990	2147483647
17991	2147483647
17992	2147483647
17993	2147483647
17994	2147483647
17995	2147483647
17996	2147483647
17997	2147483647
17998	2147483647
17999	2147483647
18000	2147483647
18001	2147483647
18002	2147483647
18003	2147483647
18004	2147483647
18005	2147483647
18006	2147483647
18007	2147483647
18008	2147483647
18009	2147483647
18010	2147483647
18011	2147483647
18012	2147483647
18013	2147483647
18014	2147483647
18015	2147483647
18016	2147483647
18017	2147483647
18018	2147483647
18019	2147483647
18020	2147483647
18021	2147483647
18022	2147483647
18023	2147483647
18024	2147483647
18025	2147483647
18026	2147483647
18027	2147483647
18028	2147483647
18029	2147483647
18030	2147483647
18031	2147483647
18032	2147483647
18033	2147483647
18034	2147483647
18035	2147483647
18036	2147483647
18037	2147483647
18038	2147483647
18039	2147483647
18040	2147483647
18041	2147483647
18042	2147483647
18043	2147483647
18044	2147483647
18045	2147483647
18046	2147483647
18047	2147483647
18048	2147483647
18049	2147483647
18050	2147483647
18051	2147483647
18052	2147483647
18053	2147483647
18054	2147483647
18055	2147483647
18056	2147483647
18057	2147483647
18058	2147483647
18059	2147483647
18060	2147483647
18061	2147483647
18062	2147483647
18063	2147483647
18064	2147483647
18065	2147483647
18066	2147483647
18067	2147483647
18068	2147483647
18069	2147483647
18070	2147483647
18071	2147483647
18072	2147483647
18073	2147483647
18074	2147483647
18075	2147483647
18076	2147483647
18077	2147483647
18078	2147483647
18079	2147483647
18080	2147483647
18081	2147483647
18082	2147483647
18083	2147483647
18084	2147483647
18085	2147483647
18086	2147483647
18087	2147483647
18088	2147483647
18089	2147483647
18090	2147483647
18091	2147483647
18092	2147483647
18093	2147483647
18094	2147483647
18095	2147483647
18096	2147483647
18097	2147483647
18098	2147483647
18099	2147483647
18100	2147483647
18101	2147483647
18102	2147483647
18103	2147483647
18104	2147483647
18105	2147483647
18106	2147483647
18107	2147483647
18108	2147483647
18109	2147483647
18110	2147483647
18111	2147483647
18112	2147483647
18113	2147483647
18114	2147483647
18115	2147483647
18116	2147483647
18117	2147483647
18118	2147483647
18119	2147483647
18120	2147483647
18121	2147483647
18122	2147483647
18123	2147483647
18124	2147483647
18125	2147483647
18126	2147483647
18127	2147483647
18128	2147483647
18129	2147483647
18130	2147483647
18131	2147483647
18132	2147483647
18133	2147483647
18134	2147483647
18135	2147483647
18136	2147483647
18137	2147483647
18138	2147483647
18139	2147483647
18140	2147483647
18141	2147483647
18142	2147483647
18143	2147483647
18144	2147483647
18145	2147483647
18146	2147483647
18147	2147483647
18148	2147483647
18149	2147483647
18150	2147483647
18151	2147483647
18152	2147483647
18153	2147483647
18154	2147483647
18155	2147483647
18156	2147483647
18157	2147483647
18158	2147483647
18159	2147483647
18160	2147483647
18161	2147483647
18162	2147483647
18163	2147483647
18164	2147483647
18165	2147483647
18166	2147483647
18167	2147483647
18168	2147483647
18169	2147483647
18170	2147483647
18171	2147483647
18172	2147483647
18173	2147483647
18174	2147483647
18175	2147483647
18176	2147483647
18177	2147483647
18178	2147483647
18179	2147483647
18180	2147483647
18181	2147483647
18182	2147483647
18183	2147483647
18184	2147483647
18185	2147483647
18186	2147483647
18187	2147483647
18188	2147483647
18189	2147483647
18190	2147483647
18191	2147483647
18192	2147483647
18193	2147483647
18194	2147483647
18195	2147483647
18196	2147483647
18197	2147483647
18198	2147483647
18199	2147483647
18200	2147483647
18201	2147483647
18202	2147483647
18203	2147483647
18204	2147483647
18205	2147483647
18206	2147483647
18207	2147483647
18208	2147483647
18209	2147483647
18210	2147483647
18211	2147483647
18212	2147483647
18213	2147483647
18214	2147483647
18215	2147483647
18216	2147483647
18217	2147483647
18218	2147483647
18219	2147483647
18220	2147483647
18221	2147483647
18222	2147483647
18223	2147483647
18224	2147483647
18225	2147483647
18226	2147483647
18227	2147483647
18228	2147483647
18229	2147483647
18230	2147483647
18231	2147483647
18232	2147483647
18233	2147483647
18234	2147483647
18235	2147483647
18236	2147483647
18237	2147483647
18238	2147483647
18239	2147483647
18240	2147483647
18241	2147483647
18242	2147483647
18243	2147483647
18244	2147483647
18245	2147483647
18246	2147483647
18247	2147483647
18248	2147483647
18249	2147483647
18250	2147483647
18251	2147483647
18252	2147483647
18253	2147483647
18254	2147483647
18255	2147483647
18256	2147483647
18257	2147483647
18258	2147483647
18259	2147483647
18260	2147483647
18261	2147483647
18262	2147483647
18263	2147483647
18264	2147483647
18265	2147483647
18266	2147483647
18267	2147483647
18268	2147483647
18269	2147483647
18270	2147483647
18271	2147483647
18272	2147483647
18273	2147483647
18274	2147483647
18275	2147483647
18276	2147483647
18277	2147483647
18278	2147483647
18279	2147483647
18280	2147483647
18281	2147483647
18282	2147483647
18283	2147483647
18284	2147483647
18285	2147483647
18286	2147483647
18287	2147483647
18288	2147483647
18289	2147483647
18290	2147483647
18291	2147483647
18292	2147483647
18293	2147483647
18294	2147483647
18295	2147483647
18296	2147483647
18297	2147483647
18298	2147483647
18299	2147483647
18300	2147483647
18301	2147483647
18302	2147483647
18303	2147483647
18304	2147483647
18305	2147483647
18306	2147483647
18307	2147483647
18308	2147483647
18309	2147483647
18310	2147483647
18311	2147483647
18312	2147483647
18313	2147483647
18314	2147483647
18315	2147483647
18316	2147483647
18317	2147483647
18318	2147483647
18319	2147483647
18320	2147483647
18321	2147483647
18322	2147483647
18323	2147483647
18324	2147483647
18325	2147483647
18326	2147483647
18327	2147483647
18328	2147483647
18329	2147483647
18330	2147483647
18331	2147483647
18332	2147483647
18333	2147483647
18334	2147483647
18335	2147483647
18336	2147483647
18337	2147483647
18338	2147483647
18339	2147483647
18340	2147483647
18341	2147483647
18342	2147483647
18343	2147483647
18344	2147483647
18345	2147483647
18346	2147483647
18347	2147483647
18348	2147483647
18349	2147483647
18350	2147483647
18351	2147483647
18352	2147483647
18353	2147483647
18354	2147483647
18355	2147483647
18356	2147483647
18357	2147483647
18358	2147483647
18359	2147483647
18360	2147483647
18361	2147483647
18362	2147483647
18363	2147483647
18364	2147483647
18365	2147483647
18366	2147483647
18367	2147483647
18368	2147483647
18369	2147483647
18370	2147483647
18371	2147483647
18372	2147483647
18373	2147483647
18374	2147483647
18375	2147483647
18376	2147483647
18377	2147483647
18378	2147483647
18379	2147483647
18380	2147483647
18381	2147483647
18382	2147483647
18383	2147483647
18384	2147483647
18385	2147483647
18386	2147483647
18387	2147483647
18388	2147483647
18389	2147483647
18390	2147483647
18391	2147483647
18392	2147483647
18393	2147483647
18394	2147483647
18395	2147483647
18396	2147483647
18397	2147483647
18398	2147483647
18399	2147483647
18400	2147483647
18401	2147483647
18402	2147483647
18403	2147483647
18404	2147483647
18405	2147483647
18406	2147483647
18407	2147483647
18408	2147483647
18409	2147483647
18410	2147483647
18411	2147483647
18412	2147483647
18413	2147483647
18414	2147483647
18415	2147483647
18416	2147483647
18417	2147483647
18418	2147483647
18419	2147483647
18420	2147483647
18421	2147483647
18422	2147483647
18423	2147483647
18424	2147483647
18425	2147483647
18426	2147483647
18427	2147483647
18428	2147483647
18429	2147483647
18430	2147483647
18431	2147483647
18432	2147483647
18433	2147483647
18434	2147483647
18435	2147483647
18436	2147483647
18437	2147483647
18438	2147483647
18439	2147483647
18440	2147483647
18441	2147483647
18442	2147483647
18443	2147483647
18444	2147483647
18445	2147483647
18446	2147483647
18447	2147483647
18448	2147483647
18449	2147483647
18450	2147483647
18451	2147483647
18452	2147483647
18453	2147483647
18454	2147483647
18455	2147483647
18456	2147483647
18457	2147483647
18458	2147483647
18459	2147483647
18460	2147483647
18461	2147483647
18462	2147483647
18463	2147483647
18464	2147483647
18465	2147483647
18466	2147483647
18467	2147483647
18468	2147483647
18469	2147483647
18470	2147483647
18471	2147483647
18472	2147483647
18473	2147483647
18474	2147483647
18475	2147483647
18476	2147483647
18477	2147483647
18478	2147483647
18479	2147483647
18480	2147483647
18481	2147483647
18482	2147483647
18483	2147483647
18484	2147483647
18485	2147483647
18486	2147483647
18487	2147483647
18488	2147483647
18489	2147483647
18490	2147483647
18491	2147483647
18492	2147483647
18493	2147483647
18494	2147483647
18495	2147483647
18496	2147483647
18497	2147483647
18498	2147483647
18499	2147483647
18500	2147483647
18501	2147483647
18502	2147483647
18503	2147483647
18504	2147483647
18505	2147483647
18506	2147483647
18507	2147483647
18508	2147483647
18509	2147483647
18510	2147483647
18511	2147483647
18512	2147483647
18513	2147483647
18514	52
18515	51
18516	50
18517	49
18518	48
18519	47
18520	46
18521	45
18522	44
18523	43
18524	42
18525	41
18526	40
18527	39
18528	38
18529	37
18530	36
18531	35
18532	34
18533	33
18534	32
18535	31
18536	30
18537	29
18538	28
18539	27
18540	26
18541	25
18542	24
18543	23
18544	22
18545	21
18546	20
18547	19
18548	18
18549	17
18550	16
18551	15
18552	14
18553	13
18554	12
18555	11
18556	10
18557	9
18558	8
18559	7
18560	6
18561	6
18562	5
18563	7
18564	33
18565	32
18566	31
18567	30
18568	29
18569	28
18570	27
18571	26
18572	25
18573	24
18574	23
18575	22
18576	21
18577	20
18578	19
18579	18
18580	17
18581	16
18582	15
18583	14
18584	13
18585	12
18586	11
18587	10
18588	9
18589	8
18590	8
18591	7
18592	7
18593	23
18594	22
18595	21
18596	20
18597	19
18598	18
18599	17
18600	16
18601	15
18602	14
18603	13
18604	12
18605	11
18606	10
18607	9
18608	8
18609	7
18610	6
18611	5
18612	6
18613	5
18614	19
18615	18
18616	17
18617	16
18618	15
18619	14
18620	13
18621	12
18622	13
18623	564
18624	563
18625	562
18626	561
18627	560
18628	559
18629	558
18630	557
18631	556
18632	555
18633	554
18634	553
18635	552
18636	551
18637	550
18638	549
18639	548
18640	547
18641	546
18642	545
18643	544
18644	543
18645	542
18646	541
18647	540
18648	539
18649	538
18650	537
18651	536
18652	535
18653	534
18654	533
18655	532
18656	531
18657	530
18658	529
18659	528
18660	527
18661	526
18662	525
18663	524
18664	523
18665	522
18666	521
18667	520
18668	519
18669	518
18670	517
18671	516
18672	515
18673	514
18674	513
18675	512
18676	511
18677	510
18678	509
18679	508
18680	507
18681	506
18682	505
18683	504
18684	503
18685	502
18686	501
18687	500
18688	499
18689	498
18690	497
18691	496
18692	495
18693	494
18694	493
18695	492
18696	491
18697	490
18698	489
18699	488
18700	487
18701	486
18702	485
18703	484
18704	483
18705	482
18706	481
18707	480
18708	479
18709	478
18710	477
18711	476
18712	475
18713	474
18714	473
18715	472
18716	471
18717	470
18718	469
18719	468
18720	467
18721	466
18722	465
18723	464
18724	463
18725	462
18726	461
18727	460
18728	459
18729	458
18730	457
18731	456
18732	455
18733	454
18734	453
18735	452
18736	451
18737	450
18738	449
18739	448
18740	447
18741	446
18742	445
18743	444
18744	443
18745	442
18746	441
18747	440
18748	439
18749	438
18750	437
18751	436
18752	435
18753	434
18754	433
18755	432
18756	431
18757	430
18758	429
18759	428
18760	427
18761	426
18762	425
18763	424
18764	423
18765	422
18766	421
18767	420
18768	419
18769	418
18770	417
18771	416
18772	415
18773	414
18774	413
18775	412
18776	411
18777	410
18778	409
18779	408
18780	407
18781	406
18782	405
18783	404
18784	403
18785	402
18786	401
18787	400
18788	399
18789	398
18790	397
18791	396
18792	395
18793	394
18794	393
18795	392
18796	391
18797	390
18798	389
18799	388
18800	387
18801	386
18802	385
18803	566
18804	565
18805	564
18806	563
18807	562
18808	561
18809	560
18810	559
18811	558
18812	557
18813	556
18814	555
18815	554
18816	553
18817	552
18818	551
18819	550
18820	549
18821	548
18822	547
18823	546
18824	545
18825	544
18826	543
18827	542
18828	541
18829	540
18830	539
18831	538
18832	537
18833	536
18834	535
18835	534
18836	533
18837	532
18838	531
18839	530
18840	529
18841	528
18842	527
18843	526
18844	525
18845	524
18846	523
18847	522
18848	521
18849	520
18850	519
18851	518
18852	517
18853	516
18854	515
18855	514
18856	513
18857	512
18858	511
18859	510
18860	509
18861	508
18862	507
18863	506
18864	505
18865	504
18866	503
18867	502
18868	501
18869	500
18870	499
18871	498
18872	497
18873	496
18874	495
18875	494
18876	493
18877	492
18878	491
18879	490
18880	489
18881	488
18882	487
18883	486
18884	485
18885	484
18886	483
18887	482
18888	481
18889	480
18890	479
18891	478
18892	477
18893	476
18894	475
18895	474
18896	473
18897	472
18898	471
18899	470
18900	469
18901	468
18902	467
18903	466
18904	465
18905	464
18906	463
18907	462
18908	461
18909	460
18910	459
18911	458
18912	457
18913	456
18914	455
18915	454
18916	453
18917	452
18918	451
18919	450
18920	449
18921	448
18922	447
18923	446
18924	445
18925	444
18926	443
18927	442
18928	441
18929	440
18930	439
18931	438
18932	437
18933	436
18934	435
18935	434
18936	433
18937	432
18938	431
18939	430
18940	429
18941	428
18942	427
18943	426
18944	425
18945	424
18946	423
18947	422
18948	421
18949	420
18950	419
18951	418
18952	417
18953	416
18954	415
18955	414
18956	413
18957	412
18958	411
18959	410
18960	409
18961	408
18962	407
18963	406
18964	405
18965	404
18966	403
18967	402
18968	401
18969	400
18970	399
18971	398
18972	397
18973	396
18974	395
18975	394
18976	393
18977	392
18978	391
18979	390
18980	389
18981	388
18982	387
18983	386
18984	385
18985	384
18986	383
18987	382
18988	381
18989	380
18990	379
18991	378
18992	377
18993	376
18994	375
18995	374
18996	373
18997	372
18998	371
18999	370
19000	369
19001	368
19002	367
19003	366
19004	365
19005	364
19006	363
19007	362
19008	361
19009	360
19010	359
19011	358
19012	357
19013	356
19014	355
19015	354
19016	353
19017	352
19018	664
19019	663
19020	662
19021	661
19022	660
19023	659
19024	658
19025	657
19026	656
19027	655
19028	654
19029	653
19030	652
19031	651
19032	650
19033	649
19034	648
19035	647
19036	646
19037	645
19038	644
19039	643
19040	642
19041	641
19042	640
19043	639
19044	638
19045	637
19046	636
19047	635
19048	634
19049	633
19050	632
19051	631
19052	630
19053	629
19054	628
19055	627
19056	626
19057	625
19058	624
19059	623
19060	622
19061	621
19062	620
19063	619
19064	618
19065	617
19066	616
19067	615
19068	614
19069	613
19070	612
19071	611
19072	610
19073	609
19074	608
19075	607
19076	606
19077	605
19078	604
19079	603
19080	602
19081	601
19082	600
19083	599
19084	598
19085	597
19086	596
19087	595
19088	594
19089	593
19090	592
19091	591
19092	590
19093	589
19094	588
19095	587
19096	586
19097	585
19098	584
19099	583
19100	582
19101	581
19102	580
19103	579
19104	578
19105	577
19106	576
19107	575
19108	574
19109	573
19110	572
19111	571
19112	570
19113	569
19114	568
19115	567
19116	566
19117	565
19118	564
19119	563
19120	562
19121	561
19122	560
19123	559
19124	558
19125	557
19126	556
19127	555
19128	554
19129	553
19130	552
19131	551
19132	550
19133	549
19134	548
19135	547
19136	546
19137	545
19138	544
19139	543
19140	542
19141	541
19142	540
19143	539
19144	538
19145	537
19146	536
19147	535
19148	534
19149	533
19150	532
19151	531
19152	530
19153	529
19154	528
19155	527
19156	526
19157	525
19158	524
19159	523
19160	522
19161	521
19162	520
19163	519
19164	518
19165	517
19166	516
19167	515
19168	514
19169	513
19170	512
19171	511
19172	510
19173	509
19174	508
19175	507
19176	506
19177	505
19178	504
19179	503
19180	502
19181	501
19182	500
19183	499
19184	498
19185	497
19186	496
19187	495
19188	494
19189	493
19190	492
19191	491
19192	490
19193	489
19194	488
19195	487
19196	486
19197	485
19198	484
19199	483
19200	482
19201	481
19202	480
19203	479
19204	478
19205	477
19206	476
19207	475
19208	474
19209	473
19210	472
19211	471
19212	470
19213	469
19214	468
19215	467
19216	466
19217	465
19218	464
19219	463
19220	462
19221	461
19222	460
19223	459
19224	458
19225	457
19226	456
19227	455
19228	454
19229	453
19230	452
19231	451
19232	450
19233	449
19234	448
19235	447
19236	446
19237	445
19238	444
19239	443
19240	442
19241	441
19242	440
19243	439
19244	438
19245	437
19246	436
19247	435
19248	434
19249	433
19250	432
19251	431
19252	430
19253	429
19254	428
19255	427
19256	426
19257	425
19258	424
19259	423
19260	422
19261	421
19262	420
19263	419
19264	418
19265	417
19266	416
19267	415
19268	414
19269	413
19270	412
19271	411
19272	410
19273	409
19274	408
19275	407
19276	406
19277	405
19278	404
19279	403
19280	402
19281	401
19282	400
19283	399
19284	398
19285	397
19286	396
19287	395
19288	394
19289	393
19290	392
19291	391
19292	390
19293	389
19294	388
19295	387
19296	386
19297	385
19298	384
19299	383
19300	382
19301	381
19302	380
19303	379
19304	378
19305	377
19306	376
19307	375
19308	374
19309	373
19310	372
19311	371
19312	370
19313	369
19314	368
19315	367
19316	366
19317	365
19318	364
19319	363
19320	362
19321	361
19322	360
19323	359
19324	358
19325	357
19326	356
19327	355
19328	354
19329	353
19330	352
19331	351
19332	350
19333	349
19334	348
19335	347
19336	346
19337	345
19338	344
19339	343
19340	342
19341	341
19342	340
19343	339
19344	338
19345	337
19346	336
19347	335
19348	334
19349	333
19350	332
19351	331
19352	330
19353	329
19354	328
19355	327
19356	326
19357	325
19358	324
19359	323
19360	322
19361	321
19362	320
19363	319
19364	318
19365	317
19366	316
19367	315
19368	314
19369	313
19370	312
19371	311
19372	310
19373	309
19374	308
19375	307
19376	306
19377	305
19378	304
19379	303
19380	302
19381	301
19382	300
19383	299
19384	298
19385	297
19386	296
19387	295
19388	294
19389	293
19390	292
19391	291
19392	290
19393	289
19394	288
19395	287
19396	286
19397	285
19398	284
19399	283
19400	282
19401	281
19402	280
19403	279
19404	278
19405	277
19406	276
19407	275
19408	274
19409	273
19410	272
19411	271
19412	270
19413	269
19414	268
19415	267
19416	266
19417	265
19418	264
19419	263
19420	262
19421	261
19422	260
19423	259
19424	258
19425	257
19426	256
19427	255
19428	254
19429	253
19430	252
19431	251
19432	250
19433	249
19434	248
19435	247
19436	246
19437	245
19438	244
19439	243
19440	242
19441	241
19442	240
19443	239
19444	238
19445	237
19446	236
19447	235
19448	234
19449	233
19450	232
19451	231
19452	230
19453	229
19454	228
19455	227
19456	226
19457	225
19458	224
19459	223
19460	222
19461	221
19462	220
19463	219
19464	218
19465	217
19466	216
19467	215
19468	214
19469	213
19470	212
19471	211
19472	210
19473	248
19474	247
19475	246
19476	245
19477	244
19478	243
19479	242
19480	241
19481	240
19482	239
19483	238
19484	237
19485	236
19486	235
19487	234
19488	233
19489	232
19490	231
19491	230
19492	229
19493	228
19494	227
19495	226
19496	225
19497	224
19498	223
19499	222
19500	221
19501	220
19502	219
19503	218
19504	217
19505	216
19506	215
19507	214
19508	213
19509	212
19510	211
19511	210
19512	209
19513	208
19514	207
19515	206
19516	205
19517	204
19518	203
19519	202
19520	201
19521	200
19522	199
19523	198
19524	197
19525	196
19526	195
19527	194
19528	193
19529	192
19530	191
19531	295
19532	294
19533	293
19534	292
19535	291
19536	290
19537	289
19538	288
19539	287
19540	286
19541	285
19542	284
19543	283
19544	282
19545	281
19546	280
19547	279
19548	278
19549	277
19550	550
19551	549
19552	548
19553	547
19554	546
19555	545
19556	544
19557	543
19558	542
19559	541
19560	540
19561	539
19562	538
19563	537
19564	536
19565	535
19566	534
19567	533
19568	532
19569	531
19570	530
19571	529
19572	528
19573	527
19574	526
19575	525
19576	524
19577	523
19578	522
19579	521
19580	520
19581	519
19582	518
19583	517
19584	516
19585	515
19586	514
19587	513
19588	512
19589	511
19590	510
19591	509
19592	508
19593	507
19594	506
19595	505
19596	504
19597	503
19598	502
19599	501
19600	500
19601	499
19602	498
19603	497
19604	496
19605	495
19606	494
19607	493
19608	492
19609	491
19610	490
19611	489
19612	488
19613	487
19614	486
19615	485
19616	484
19617	483
19618	482
19619	481
19620	480
19621	479
19622	478
19623	477
19624	476
19625	475
19626	474
19627	473
19628	472
19629	471
19630	470
19631	469
19632	468
19633	467
19634	466
19635	465
19636	464
19637	463
19638	462
19639	461
19640	460
19641	459
19642	458
19643	457
19644	456
19645	455
19646	454
19647	453
19648	452
19649	451
19650	450
19651	449
19652	448
19653	447
19654	446
19655	445
19656	444
19657	443
19658	442
19659	441
19660	440
19661	439
19662	438
19663	437
19664	436
19665	435
19666	434
19667	433
19668	432
19669	431
19670	430
19671	429
19672	428
19673	427
19674	426
19675	425
19676	424
19677	423
19678	422
19679	421
19680	420
19681	419
19682	418
19683	417
19684	416
19685	415
19686	414
19687	413
19688	412
19689	411
19690	410
19691	409
19692	408
19693	407
19694	406
19695	405
19696	404
19697	403
19698	402
19699	401
19700	400
19701	399
19702	398
19703	397
19704	396
19705	395
19706	394
19707	393
19708	392
19709	391
19710	390
19711	389
19712	388
19713	387
19714	386
19715	385
19716	384
19717	383
19718	382
19719	381
19720	380
19721	379
19722	378
19723	377
19724	376
19725	375
19726	374
19727	373
19728	372
19729	371
19730	370
19731	369
19732	368
19733	367
19734	366
19735	365
19736	364
19737	363
19738	362
19739	361
19740	360
19741	359
19742	358
19743	357
19744	356
19745	355
19746	354
19747	353
19748	352
19749	351
19750	350
19751	349
19752	348
19753	347
19754	346
19755	345
19756	344
19757	343
19758	342
19759	341
19760	340
19761	339
19762	338
19763	337
19764	336
19765	335
19766	334
19767	333
19768	332
19769	331
19770	330
19771	329
19772	328
19773	327
19774	326
19775	325
19776	324
19777	323
19778	322
19779	321
19780	320
19781	319
19782	318
19783	317
19784	316
19785	315
19786	314
19787	313
19788	312
19789	311
19790	310
19791	309
19792	308
19793	307
19794	306
19795	305
19796	304
19797	303
19798	302
19799	301
19800	300
19801	299
19802	298
19803	297
19804	296
19805	295
19806	294
19807	293
19808	292
19809	291
19810	290
19811	289
19812	288
19813	287
19814	286
19815	285
19816	284
19817	283
19818	282
19819	281
19820	280
19821	279
19822	278
19823	277
19824	276
19825	275
19826	274
19827	273
19828	272
19829	271
19830	270
19831	269
19832	268
19833	267
19834	266
19835	265
19836	264
19837	263
19838	262
19839	261
19840	260
19841	259
19842	258
19843	257
19844	256
19845	255
19846	254
19847	253
19848	252
19849	251
19850	250
19851	249
19852	248
19853	247
19854	246
19855	245
19856	244
19857	243
19858	242
19859	241
19860	240
19861	239
19862	238
19863	237
19864	236
19865	235
19866	234
19867	233
19868	232
19869	231
19870	230
19871	229
19872	228
19873	227
19874	226
19875	225
19876	224
19877	223
19878	222
19879	221
19880	220
19881	219
19882	218
19883	217
19884	216
19885	215
19886	214
19887	213
19888	212
19889	211
19890	210
19891	209
19892	208
19893	207
19894	206
19895	205
19896	204
19897	203
19898	202
19899	201
19900	200
19901	199
19902	198
19903	197
19904	196
19905	195
19906	194
19907	193
19908	192
19909	191
19910	190
19911	189
19912	188
19913	187
19914	186
19915	185
19916	184
19917	183
19918	182
19919	181
19920	180
19921	179
19922	178
19923	177
19924	176
19925	175
19926	174
19927	173
19928	172
19929	171
19930	170
19931	169
19932	168
19933	167
19934	166
19935	165
19936	164
19937	163
19938	162
19939	161
19940	160
19941	159
19942	158
19943	157
19944	156
19945	155
19946	154
19947	153
19948	152
19949	151
19950	150
19951	149
19952	148
19953	147
19954	146
19955	145
19956	144
19957	143
19958	142
19959	141
19960	140
19961	139
19962	138
19963	137
19964	136
19965	135
19966	134
19967	133
19968	132
19969	131
19970	130
19971	129
19972	128
19973	127
19974	126
19975	125
19976	124
19977	123
19978	122
19979	121
19980	120
19981	119
19982	118
19983	117
19984	116
19985	115
19986	114
19987	113
19988	112
19989	111
19990	110
19991	109
19992	108
19993	107
19994	106
